title,movie_type,overview
['minion'],"['Family', 'Animation', 'Adventure', 'Comedy']","['minion', 'stuart', ',', 'kevin', 'bob', 'recruit', 'scarlet', 'overkill', ',', 'super', '-', 'villain', ',', 'alongside', 'inventor', 'husband', 'herb', ',', 'hatch', 'plot', 'world', '.']"
['vegas'],['Comedy'],"['age', 'pal', 'billy', ',', 'paddy', ',', 'archie', ',', 'sam', 'good', 'friend', 'childhood', '.', 'billy', 'finally', 'propose', '-', 'young', 'girlfriend', ',', 'friends', 'las', 'vegas', 'celebrate', 'end', 'billy', 'longtime', 'bachelorhood', 'relive', 'glory', 'day', '.', ',', 'quickly', 'realize', 'intervene', 'decade', 'change', 'sin', 'city', 'test', 'friendship', 'way', 'imagine', '.']"
"['extremely', 'goofy', 'movie']","['Animation', 'Family', 'Comedy']","['extreme', 'sport', 'life', 'freedom', 'max', 'set', 'college', '--', 'goofy', 'misses', 'max', 'lose', 'job', 'go', 'finish', 'college', 'alongside', 'max', 'friend', '.', 'goofy', 'try', 'close', 'max', ',', 'extreme', 'learn', 'live', 'life', '.']"
"['kronk', 'new', 'groove']","['Animation', 'Comedy', 'Family']","['kronk', ',', 'chef', 'head', 'delivery', 'boy', 'mudka', 'meat', 'hut', ',', 'fret', 'upcoming', 'visit', 'father', '.', 'kronk', 'father', 'disapprove', 'young', 'kronk', 'culinary', 'interest', 'wish', 'kronk', 'instead', 'settle', 'wife', 'large', 'house', 'hill', '.']"
['musketeer'],"['Action', 'Adventure', 'Comedy', 'Romance']","[""d'artagnan"", 'travel', 'paris', 'hope', 'musketeer', ',', 'french', 'king', 'elite', 'bodyguard', ',', 'discover', 'corp', 'disband', 'connive', 'cardinal', 'richelieu', ',', 'secretly', 'hope', 'usurp', 'throne', '.', 'fortunately', ',', 'athos', ',', 'porthos', 'aramis', 'refuse', 'lie', 'weapon', 'continue', 'protect', 'king', '.', ""d'artagnan"", 'join', 'rogue', 'expose', 'richelieu', 'plot', 'crown', '.']"
"['general', 'daughter']","['Thriller', 'Mystery', 'Crime']","['body', 'army', 'capt', '.', 'elisabeth', 'campbell', 'find', 'georgia', 'military', 'base', ',', 'investigator', ',', 'warrant', 'officer', 'paul', 'brenner', 'sara', 'sunhill', ',', 'order', 'solve', 'murder', '.', 'uncover', 'clear', '-', 'cut', '.', 'unseemly', 'detail', 'emerge', 'campbell', 'life', ',', 'lead', 'allegation', 'possible', 'military', 'coverup', 'death', 'involvement', 'father', ',', 'lt', '.', 'gen', '.', 'joseph', 'campbell', '.']"
"['see', 'iii']","['Horror', 'Thriller', 'Crime']","['jigsaw', 'disappear', '.', 'new', 'apprentice', 'amanda', ',', 'puppet', '-', 'master', 'cruel', ',', 'intricate', 'game', 'terrify', 'community', 'baffle', 'police', 'elude', 'capture', 'vanish', '.', 'city', 'detective', 'scrambles', 'locate', ',', 'doctor', 'lynn', 'denlon', 'jeff', 'reinhart', 'unaware', 'late', 'pawn', 'vicious', 'chessboard', '.']"
"['mars', 'attack', '!']","['Comedy', 'Fantasy', 'Science Fiction']","['fleet', 'martian', 'spacecraft', 'surround', 'world', 'major', 'city', 'humanity', 'wait', 'extraterrestrial', 'visitor', ',', 'claim', ',', '""', 'come', 'peace', '.', '""', 'u.s', '.', 'president', 'james', 'dale', 'receive', 'assurance', 'science', 'professor', 'donald', 'kessler', 'martians', ""'"", 'mission', 'friendly', '.', 'peaceful', 'exchange', 'end', 'total', 'annihilation', 'u.s', '.', 'congress', ',', 'military', 'man', '-', 'scale', 'nuclear', 'retaliation', '.']"
['sleepover'],"['Family', 'Action']","['sibling', 'discover', 'seemingly', 'normal', 'mom', 'thief', 'witness', 'protection', '.', 'mom', 'force', 'pull', 'job', ',', 'kid', 'team', 'rescue', 'course', 'action', '-', 'pack', 'night', '.']"
['salt'],"['Action', 'Mystery', 'Thriller']","['cia', 'officer', ',', 'evelyn', 'salt', 'swore', 'oath', 'duty', ',', 'honor', 'country', '.', 'loyalty', 'test', 'russian', 'defector', 'accuse', 'russian', 'sleeper', 'spy', '.', 'goes', 'run', ',', 'skill', 'year', 'experience', 'covert', 'operative', 'elude', 'capture', ',', 'protect', 'husband', ',', 'stay', 'step', 'ahead', 'colleague', 'cia', '.', 'effort', 'prove', 'innocence', 'serve', 'cast', 'doubt', 'motive', ',', 'hunt', 'uncover', 'truth', 'identity', 'continue', 'question', 'remain', ':', '""', 'salt', '?', '""']"
"['ong', 'bak', '2']","['Adventure', 'Action', 'Thriller']","['tien', ',', 'son', 'lord', 'sihadecho', '—', 'murder', 'nobleman', '—', 'take', 'wing', 'chernang', ',', 'renowned', 'warrior', 'leader', 'pha', 'beek', 'krut', '.']"
"['murder', 'mystery', '2']","['Mystery', 'Comedy', 'Crime']","['start', 'detective', 'agency', ',', 'nick', 'audrey', 'spitz', 'land', 'career', '-', 'make', 'case', 'billionaire', 'pal', 'kidnap', 'wedding', '.']"
"['d.a.r.y.l', '.']","['Family', 'Science Fiction', 'Action']","['daryl', 'normal', '10', '-', 'year', '-', 'old', 'boy', 'way', '.', ',', 'unbeknown', 'foster', 'parent', 'friend', ',', 'daryl', 'actually', 'government', '-', 'create', 'robot', 'superhuman', 'reflexe', 'mental', 'ability', '.', 'hide', 'meaning', '--', 'actually', 'acronym', 'datum', 'analyze', 'robot', 'youth', 'life', '-', 'form', '.', 'organization', 'create', 'deem', '""', 'super', 'soldier', '""', 'experiment', 'failure', 'schedule', 'daryl', 'disassemble', ',', 'rogue', 'scientist', 'help', 'escape', '.']"
"['hope', 'float']","['Romance', 'Drama', 'Comedy']","['birdee', 'pruitt', 'humiliate', 'live', 'television', 'good', 'friend', ',', 'connie', ',', 'sleep', 'birdee', 'husband', ',', 'bill', '.', 'birdee', 'try', 'start', 'daughter', ',', 'bernice', ',', 'return', 'small', 'texas', 'hometown', ',', 'face', 'petty', 'old', 'acquaintance', 'thrill', 'birdee', 'unhappy', '--', 'friend', 'justin', '.', 'help', 'birdee', 'foot', ',', 'love', 'begin', 'blossom', '.']"
"['donkey', ',', 'lover', '&']","['Comedy', 'Adventure', 'Romance']","['antoinette', ',', 'school', 'teacher', ',', 'look', 'forward', 'long', 'plan', 'summer', 'holiday', 'secret', 'lover', 'vladimir', ',', 'father', 'pupil', '.', 'learn', 'vladimir', 'come', 'wife', 'organize', 'surprise', 'trekking', 'holiday', 'cévenne', 'national', 'park', 'daughter', 'donkey', 'carry', 'load', ',', 'antoinette', 'decide', 'follow', 'track', ',', ',', 'patrick', ',', 'protective', 'donkey', '.']"
"['clovehitch', 'killer']","['Drama', 'Mystery', 'Crime']","['picture', '-', 'perfect', 'family', 'tear', 'apart', 'tyler', 'find', 'cache', 'disturb', 'image', 'father', 'possession', '.', 'begin', 'suspect', 'man', 'trust', 'world', 'responsible', 'murder', '13', 'woman', 'year', 'prior', '.']"
"['bridget', 'jones', 'baby']","['Drama', 'Comedy', 'Romance']","['break', 'mark', 'darcy', 'year', 'early', ',', 'bridget', 'jones', ""'"", 'happily', '-', '-', 'go', 'accord', 'plan', '.', 'fortysomethe', 'single', ',', 'decide', 'focus', 'job', 'news', 'producer', 'surround', 'old', 'friend', 'new', '.', ',', 'bridget', 'completely', 'control', '.', 'love', 'life', 'take', 'turn', '-', 'weekend', 'away', 'music', 'festival', ',', 'meet', 'dash', 'american', 'name', 'jack', ',', 'mark', ',', 'spend', 'night', '.', 'week', 'later', ',', 'run', 'newly', '-', 'separate', 'mark', ',', '-', 'night', 'dalliance', '.', 'unlikely', 'twist', ',', 'find', 'pregnant', ',', 'hitch', '-', 'sure', 'identity', 'baby', 'father', '-', 'mark', 'jack', '.']"
"['room', 'rome']","['Drama', 'Romance']","['hotel', 'room', 'center', 'rome', 'serve', 'set', 'alba', 'natasha', ',', 'sexy', 'recently', 'acquaint', 'woman', ',', 'physical', 'adventure', 'touch', 'soul', '.']"
['accept'],['Comedy'],"['high', 'school', 'slacker', 'reject', 'school', 'apply', 'opt', 'create', 'institution', 'high', 'learning', ',', 'south', 'harmon', 'institute', 'technology', ',', 'rundown', 'piece', 'property', 'near', 'hometown', '.']"
"['invite', 'bat', 'mitzvah']",['Comedy'],"['stacy', 'lydia', 'bff', 'dream', 'have', 'epic', 'bat', 'mitzvah', '.', 'thing', 'start', 'comically', 'awry', 'popular', 'boy', 'middle', 'school', 'drama', 'threaten', 'friendship', 'rite', 'passage', '.']"
"['chalet', 'girl']","['Comedy', 'Romance']","['work', 'job', 'exclusive', 'ski', 'resort', 'support', 'dad', ',', 'kim', 'learn', 'snowboard', 'good', 'enter', 'competition', 'huge', 'cash', 'prize', '.', 'dig', 'deep', 'overcome', 'fear', ',', 'life', 'get', 'complicated', 'speak', '-', 'boss', ',', 'jonny', '.']"
"['x', '-', 'man', ':', 'stand']","['Adventure', 'Action', 'Science Fiction', 'Thriller']","['cure', 'find', 'treat', 'mutation', ',', 'line', 'draw', 'x', '-', 'man', '—', 'lead', 'professor', 'charles', 'xavier', '—', 'brotherhood', ',', 'band', 'powerful', 'mutant', 'organise', 'xavi', 'ally', ',', 'magneto', '.']"
"['ocean', 'wave']","['Animation', 'Drama', 'Romance', 'TV Movie']","['kichijōji', 'station', ',', 'tokyo', ',', 'taku', 'morisaki', 'glimpse', 'familiar', 'woman', 'platform', 'opposite', 'boarding', 'train', '.', 'later', ',', 'photo', 'falls', 'shelf', 'exit', 'apartment', 'fly', 'kōchi', 'prefecture', '.', 'pick', ',', 'looks', 'briefly', 'leave', '.', 'aeroplane', 'take', ',', 'narrate', 'event', 'bring', 'life', '...']"
"['ju', '-', ':', 'grudge', '2']","['Horror', 'Thriller']","['cast', 'crew', 'paranormal', 'tv', 'reality', 'program', 'decide', 'shoot', 'house', 'original', 'saeki', 'haunting', ',', 'series', 'strange', 'event', 'unfold', 'location', '.']"
"['40', 'year', 'old', 'virgin']","['Comedy', 'Romance']","['andy', 'stitzer', 'pleasant', 'life', 'nice', 'apartment', 'job', 'stamping', 'invoice', 'electronic', 'store', '.', 'age', '40', ',', 'thing', 'andy', ',', 'bother', 'sex', '-', 'obsess', 'male', 'co', '-', 'worker', ':', 'andy', 'virgin', '.', 'determine', 'help', 'andy', 'lay', ',', 'guy', 'mission', 'de', '-', 'virginize', '.', 'hopeless', 'andy', 'meet', 'small', 'business', 'owner', 'trish', ',', 'single', 'mom', '.']"
['mercenary'],"['Action', 'Comedy']","['legendary', 'secret', 'service', 'agent', 'come', 'hide', 'return', 'france', 'help', 'son', 'meet', 'trouble', '.']"
"['scooby', '-', 'doo', '!', 'mystery', 'begin']","['Mystery', 'Comedy', 'Fantasy']","['unjustly', 'accuse', 'staging', 'spooky', 'practical', 'joke', 'complete', 'ghost', ',', 'daphne', ',', 'velma', ',', 'fred', 'shaggy', 'suspend', 'coolsville', 'high', '.', 'clear', 'name', ',', 'team', 'solve', 'supernatural', 'mystery', '…', 'head', 'straight', 'nonstop', 'laugh', 'adventure', '.']"
"['ice', 'princess']","['Family', 'Drama', 'Comedy']","['help', 'coach', ',', 'mom', ',', 'boy', 'drive', 'zamboni', ',', 'stop', 'casey', 'carlyle', 'realize', 'dream', 'champion', 'figure', 'skater', '.']"
['roxanne'],"['Comedy', 'Romance']","['modern', 'edmond', 'rostand', 'classic', 'play', '""', 'cyrano', 'de', 'bergerac', ',', '""', 'c.', 'd.', 'bales', 'witty', ',', 'intelligent', ',', 'brave', 'fire', 'chief', 'small', 'pacific', 'northwest', 'town', ',', 'size', 'enormous', 'nose', ',', 'decline', 'pursue', 'girl', 'dream', ',', 'lovely', 'roxanne', 'kowalski', '.', 'instead', ',', 'shy', 'underle', 'chris', 'mcconnell', 'smitten', 'roxanne', ',', 'c.d', '.', 'feed', 'handsome', 'young', 'man', 'word', 'love', 'win', 'heart', '.']"
"['sweet', 'home', 'alabama']","['Comedy', 'Romance']","['new', 'york', 'fashion', 'designer', ',', 'melanie', 'carmichael', 'suddenly', 'find', 'engaged', 'city', 'eligible', 'bachelor', '.', 'past', 'hold', 'secret', '—', 'include', 'jake', ',', 'redneck', 'husband', 'marry', 'high', 'school', ',', 'refuse', 'divorce', '.', 'bind', 'determined', 'end', 'contentious', 'relationship', ',', 'melanie', 'sneak', 'home', 'alabama', 'confront', 'past', '.']"
['bobby'],['Drama'],"['1968', 'live', 'retire', 'doorman', ',', 'hotel', 'manager', ',', 'lounge', 'singer', ',', 'busboy', ',', 'beautician', 'intersect', 'wake', 'robert', 'f.', 'kennedy', 'assassination', 'ambassador', 'hotel', 'los', 'angeles', '.']"
"['quiet', 'man']","['Comedy', 'Drama', 'Romance']","['unhinged', 'office', 'worker', 'plan', 'shoot', 'spree', 'workplace', 'struggle', 'newfound', 'status', 'hero', 'end', 'stop', 'shooting', 'spree', 'instead', '.']"
"['goal', 'win']","['Comedy', 'Drama']","['dutch', 'coach', 'thomas', 'rongen', 'attempt', 'nearly', 'impossible', 'task', 'turn', 'american', 'samoa', 'soccer', 'team', 'perennial', 'loser', 'winner', '.']"
"[',']","['Drama', 'Romance', 'Comedy']","['rémy', 'mélanie', 'live', 'door', 'paris', 'meet', '.', 'thirty', '-', 'year', '-', 'old', 'parisian', 'search', 'connection', 'online', ',', 'success', '.', 'fall', 'deep', 'loneliness', 'depression', ',', 'decide', 'start', 'attend', 'regular', 'therapy', '.', 'help', 'therapist', ',', 'uncover', 'real', 'root', 'issue', ',', 'find', 'connection', 'search', 'close', 'thought', '.']"
"['-', 'team']","['Action', 'Comedy', 'Crime']","['man', 'love', 'plan', 'come', ',', 'col', '.', 'hannibal', 'smith', 'lead', 'close', '-', 'knit', 'team', 'elite', 'operative', 'iraq', 'war', 'veteran', '.', 'framed', 'crime', 'commit', ',', 'smith', 'man', ',', 'capt', '.', 'h.m', '.', ""'"", 'howl', 'mad', ""'"", 'murdock', ',', 'sgt', '.', 'bosco', ""'"", 'b.a', '.', ""'"", 'baracus', ',', 'lt', '.', 'templeton', ""'"", 'faceman', ""'"", 'peck', ',', 'break', 'rogue', ',', 'special', 'talent', 'clear', 'name', 'find', 'perpetrator', '.', 'hot', 'trail', 'capt', '.', 'charissa', 'sosa', ',', 'involve', 'member', 'smith', 'team', 'swear', 'capture', ',', 'matter', 'take', '.']"
"['miami', 'supercop']","['Action', 'Comedy', 'Crime']","['1978', ',', '$', '20', 'million', 'steal', 'detroit', 'bank', '.', 'robber', 'catch', ',', 'find', 'dead', ',', 'disappear', '.', 'money', 'find', '.', 'seven', 'year', 'later', ',', 'robber', 'catch', 'release', 'jail', '.', 'immediately', 'go', 'miami', ',', 'find', 'dead', 'day', '.', 'fbi', 'agent', 'doug', 'bennet', 'steve', 'forest', 'call', 'investigate', 'case', 'pose', 'miami', 'police', 'officer', '.', 'miami', 'robber', 'hide', '$', '20', 'million', ',', 'seven', '-', 'year', 'head', 'start', 'authority', '.']"
"['space', 'cowboy']","['Action', 'Adventure', 'Thriller']","['frank', 'corvin', ',', ""'"", 'hawk', ""'"", 'hawkin', ',', 'jerry', ""o'neill"", ""'"", 'tank', ""'"", 'sullivan', 'hotdog', 'member', 'project', 'daedalus', ',', 'air', 'force', 'test', 'program', 'space', 'travel', ',', 'hope', 'dash', '1958', 'formation', 'nasa', 'use', 'train', 'chimp', '.', 'blackmail', 'way', 'orbit', 'russia', 'mysterious', ""'"", 'ikon', ""'"", 'communication', 'satellite', 'orbit', 'begin', 'degrade', 'threaten', 'crash', 'earth', '.']"
['house'],"['Drama', 'Horror']","['make', 'harrowing', 'escape', 'war', '-', 'tear', 'south', 'sudan', ',', 'young', 'refugee', 'couple', 'struggle', 'adjust', 'new', 'life', 'small', 'english', 'town', 'unspeakable', 'evil', 'lurk', 'beneath', 'surface', '.']"
['defendor'],"['Drama', 'Action', 'Comedy', 'Crime']","['crook', 'cop', ',', 'mob', 'boss', 'young', 'girl', 'abuse', 'denizen', 'city', 'criminal', 'underworld', '.', 'world', 'ordinary', 'arthur', 'poppington', 'understand', 'belong', ',', 'commit', 'fighting', 'change', 'vigilante', 'super', '-', 'hero', 'making', ',', 'defendor', '.', 'power', 'courage', 'defendor', 'take', 'street', 'protect', 'city', 'innocent', '.']"
"['mighty', 'heart']","['Drama', 'Thriller', 'History']","['base', 'mariane', 'pearl', 'account', 'terrifying', 'unforgettable', 'story', 'husband', ',', 'wall', 'street', 'journal', 'reporter', 'danny', 'pearl', 'life', 'death', '.']"
"['annabelle', 'come', 'home']",['Horror'],"['determine', 'annabelle', 'wreak', 'havoc', ',', 'demonologist', 'ed', 'lorraine', 'warren', 'bring', 'possessed', 'doll', 'lock', 'artifact', 'room', 'home', ',', 'place', '""', 'safely', '""', 'sacred', 'glass', 'enlist', 'priest', 'holy', 'blessing', '.', 'unholy', 'night', 'horror', 'await', 'annabelle', 'awaken', 'evil', 'spirit', 'room', ',', 'set', 'sight', 'new', 'target', '—', 'warren', ""'"", '-', 'year', '-', 'old', 'daughter', ',', 'judy', ',', 'friend', '.']"
"['olympu', 'fall']","['Action', 'Thriller']","['white', 'house', '(', 'secret', 'service', 'code', ':', '""', 'olympu', '""', ')', 'capture', 'terrorist', 'mastermind', 'president', 'kidnap', ',', 'disgrace', 'presidential', 'guard', 'mike', 'ban', 'find', 'trap', 'building', '.', 'national', 'security', 'team', 'scramble', 'respond', ',', 'force', 'rely', 'ban', 'inside', 'knowledge', 'help', 'retake', 'white', 'house', ',', 'save', 'president', 'avert', 'big', 'disaster', '.']"
"['butterfly', 'wheel']","['Crime', 'Drama', 'Thriller']","['sociopathic', 'kidnapper', 'methodically', 'push', 'desperate', 'pair', 'parent', 'absolute', 'breaking', 'point', '.']"
['batman'],"['Action', 'Comedy', 'Crime']","['dynamic', 'duo', 'face', 'super', '-', 'villain', 'plan', 'hold', 'world', 'ransom', 'help', 'secret', 'invention', 'instantly', 'dehydrate', 'people', '.']"
"['darkland', ':', 'return']","['Thriller', 'Action']","['seven', 'year', 'ago', ',', 'zaid', 'go', 'war', 'copenhagen', 'underworld', 'avenge', 'dead', 'brother', '.', 'identity', 'respect', 'doctor', 'cardiology', 'life', 'family', 'man', 'fade', 'dream', ',', 'prison', 'zaid', 'suffer', 'loss', 'son', 'noah', ',', 'barely', 'know', '.', 'police', 'agent', 'approach', 'zaid', 'offer', 'deal', 'release', 'exchange', 'infiltrate', 'copenhagen', 'underworld', ',', 'see', 'chance', 'reclaim', 'remnant', 'family', 'life', 'leave', '.', 'price', ',', 'zaid', 'realizes', 'seriously', 'endanger', 'son', 'life', '.', ',', 'underworld', ',', 'way', '?']"
"['wonder', 'woman', '1984']","['Action', 'Adventure', 'Fantasy']","['botch', 'store', 'robbery', 'place', 'wonder', 'woman', 'global', 'battle', 'powerful', 'mysterious', 'ancient', 'force', 'put', 'power', 'jeopardy', '.']"
"['think', 'twice']","['Comedy', 'Drama']","['improv', 'group', 'deal', 'crisis', ',', 'include', 'loss', 'lease', 'member', 'hit', 'big', 'time', '.']"
"['thor', ':', 'love', 'thunder']","['Fantasy', 'Action', 'Comedy']","['retirement', 'interrupt', 'gorr', 'god', 'butcher', ',', 'galactic', 'killer', 'seek', 'extinction', 'god', ',', 'thor', 'odinson', 'enlist', 'help', 'king', 'valkyrie', ',', 'korg', ',', 'ex', '-', 'girlfriend', 'jane', 'foster', ',', 'wield', 'mjolnir', 'mighty', 'thor', '.', 'embark', 'harrow', 'cosmic', 'adventure', 'uncover', 'mystery', 'god', 'butcher', 'vengeance', 'stop', 'late', '.']"
['cargo'],"['Drama', 'Thriller', 'Horror']","['infect', 'wake', 'violent', 'pandemic', '48', 'hour', 'live', ',', 'father', 'struggle', 'find', 'new', 'home', 'baby', 'daughter', '.']"
['million'],"['Comedy', 'Crime', 'Drama', 'Family']","['boy', ',', 'grieve', 'death', 'mother', ',', 'find', 'unwitting', 'benefactor', 'bag', 'bank', 'robbery', 'loot', 'week', 'united', 'kingdom', 'switch', 'official', 'currency', 'euro', '.', 'kid', '?']"
['return'],"['Drama', 'Fantasy']","['owen', ',', 'young', 'man', 'dissatisfied', 'life', '.', 'head', 'forest', 'escape', 'learn', 'lot', 'time', '.']"
['flypaper'],"['Mystery', 'Comedy', 'Crime']","['man', 'catch', 'middle', 'simultaneous', 'robbery', 'bank', 'desperately', 'try', 'protect', 'teller', 'secretly', 'love', '.']"
['anonymous'],"['Drama', 'History', 'Thriller']","['set', 'backdrop', 'succession', 'queen', 'elizabeth', ',', 'essex', 'rebellion', ',', 'story', 'advance', 'theory', 'fact', 'edward', 'de', 'vere', ',', 'earl', 'oxford', 'pen', 'shakespeare', 'play', '.']"
"['starter', '10']","['Drama', 'Comedy', 'Romance']","['1985', ',', 'backdrop', 'thatcherism', ',', 'brian', 'jackson', 'enroll', 'university', 'bristol', ',', 'scholarship', 'boy', 'seaside', 'essex', 'love', 'knowledge', 'sake', 'childhood', 'spend', 'watch', 'university', 'challenge', ',', 'college', 'quiz', '.', 'bristol', 'try', 'challenge', 'team', 'fall', 'spell', 'alice', ',', 'lovely', 'blond', 'extensive', 'sexual', 'past', '.']"
"['silent', 'running']","['Adventure', 'Science Fiction', 'Drama']","['entire', 'flora', 'go', 'extinct', ',', 'ecologist', 'lowell', 'maintain', 'greenhouse', 'aboard', 'space', 'station', 'future', 'android', 'companion', '.', ',', 'rebel', 'order', 'destroy', 'greenhouse', 'favor', 'carry', 'cargo', ',', 'decision', 'put', 'odd', 'mechanical', 'companion', '.']"
"['come', 'play']","['Horror', 'Mystery']","['lonely', 'young', 'boy', 'feel', 'different', '.', 'desperate', 'friend', ',', 'seek', 'solace', 'refuge', '-', 'present', 'cell', 'phone', 'tablet', '.', 'mysterious', 'creature', 'use', 'boy', 'device', 'break', 'world', ',', 'parent', 'fight', 'save', 'son', 'monster', 'screen', '.']"
['boogeyman'],['Horror'],"['reel', 'tragic', 'death', 'mother', ',', 'teenage', 'girl', 'young', 'sister', 'find', 'plagued', 'sadistic', 'presence', 'house', 'struggle', 'grieve', 'father', 'pay', 'attention', 'late', '.']"
"['diamond', 'forever']","['Action', 'Thriller']","['diamond', 'steal', 'sell', 'international', 'market', '.', 'james', 'bond', 'infiltrate', 'smuggling', 'mission', 'find', 'guilty', '.', 'mission', 'take', 'las', 'vegas', 'bond', 'meet', 'archenemy', 'blofeld', '.']"
"['gerald', 'game']","['Horror', 'Thriller', 'Drama']","['husband', 'sex', 'game', 'go', 'wrong', ',', 'jessie', '(', 'handcuffed', 'bed', 'remote', 'lake', 'house', ')', 'face', 'warped', 'vision', ',', 'dark', 'secret', 'dire', 'choice', '.']"
['33'],"['Drama', 'History']","['base', 'true', 'story', 'collapse', 'san', 'jose', ',', 'chile', '—', 'leave', '33', 'miner', 'isolate', 'underground', '69', 'day', '.']"
"['celeste', '&', 'jesse', 'forever']","['Comedy', 'Drama', 'Romance']","['celeste', 'jesse', 'meet', 'high', 'school', 'get', 'marry', 'young', '.', 'laugh', 'joke', 'finish', 'sentence', '.', 'forever', 'link', 'friend', ""'"", 'mind', 'perfect', 'couple', '–', ',', 'high', '-', 'power', 'businesswoman', 'bud', 'novelist', ';', ',', 'free', 'spirit', 'keep', 'thing', 'get', 'boring', '.', 'problem', 'decide', 'divorce', '.', 'perfect', 'relationship', 'withstand', 'minor', 'setback', '?']"
"['grow', 'up']",['Comedy'],"['high', 'school', 'basketball', 'coach', 'pass', 'away', ',', 'good', 'friend', 'teammate', 'reunite', 'fourth', 'july', 'holiday', 'weekend', '.']"
['single'],"['Romance', 'Comedy', 'Drama']","['group', 'young', 'adult', 'twenty', ',', 'share', 'apartment', 'city', 'seattle', ',', 'ponder', 'love', 'face', 'challenge', 'adulthood', '.']"
['soldier'],"['Science Fiction', 'Action', 'Drama', 'Fantasy']","['sergeant', 'todd', 'veteran', 'soldier', 'elite', 'group', 'armed', 'force', '.', 'defeat', 'new', 'breed', 'genetically', 'engineer', 'soldier', ',', 'dump', 'waste', 'planet', 'leave', 'dead', '.', 'soon', 'interact', 'group', 'crash', 'survivor', 'lead', 'peaceful', 'existence', '.', 'peace', 'break', 'new', 'soldier', 'land', 'planet', 'eliminate', 'colony', ',', 'sergeant', 'todd', 'defend', '.']"
"['talent', 'hornet']","['Thriller', 'Drama']","['dj', 'steph', 'young', 'radio', 'deejay', 'rise', ',', 'gain', 'lot', 'popularity', 'social', 'medium', 'evening', 'host', 'radio', 'large', 'following', ',', 'receive', 'call', 'fan', '.', 'evening', ',', 'chill', 'bone', ':', 'cold', '-', 'blooded', 'stranger', 'announce', 'live', 'radio', 'plan', 'life', ',', 'make', 'explode', 'middle', 'city', '.']"
"['charlie', 'angel']","['Action', 'Adventure', 'Comedy']","['elena', 'houghlin', 'scientist', ',', 'engineer', 'inventor', 'calisto', '--', 'sustainable', 'energy', 'source', 'revolutionize', 'way', 'people', 'use', 'power', '.', 'ready', 'soon', 'work', 'issue', ',', 'turn', 'dangerous', 'weapon', '.', 'cut', 'edge', 'technology', 'push', 'investor', ',', 'elena', 'turn', 'townsend', 'agency', 'help', '.', ',', 'angel', '--', 'jane', ',', 'sabina', ',', 'newly', 'recruit', 'elena', '--', 'retrieve', 'calisto', 'transform', 'weapon', 'mass', 'destruction', '.']"
"['lose', 'city', 'z']","['Adventure', 'Drama', 'History']","['true', '-', 'life', 'drama', '1920s', ',', 'center', 'british', 'explorer', 'col', '.', 'percy', 'fawcett', ',', 'discover', 'evidence', 'previously', 'unknown', ',', 'advanced', 'civilization', 'amazon', 'disappear', 'whilst', 'search', '.']"
['goon'],"['Comedy', 'Drama']","['doug', 'glatt', ',', 'slacker', 'discover', 'talent', 'brawling', ',', 'approach', 'minor', 'league', 'hockey', 'coach', 'invite', 'join', 'team', '""', 'muscle', '.', '""', 'despite', 'fact', 'glatt', 'skate', ',', 'good', 'friend', ',', 'pat', ',', 'convince', 'shoot', ',', 'glatt', 'hero', 'team', 'fan', ',', 'league', 'reigning', 'goon', 'threaten', 'glatt', 'success', 'decide', 'score', '.']"
"['kick', '-', 'ass', '2']","['Action', 'Adventure', 'Crime']","['kick', '-', 'ass', ""'"", 'insane', 'bravery', 'inspire', 'new', 'wave', 'self', '-', 'mask', 'crusader', ',', 'joins', 'patrol', 'lead', 'colonel', 'star', 'stripe', '.', 'amateur', 'superhero', 'hunt', 'red', 'mist', '—', 'reborn', 'mother', 'fucker', '—', 'blade', '-', 'wield', 'hit', '-', 'girl', 'prevent', 'annihilation', '.']"
"['camp', 'rock']","['Music', 'Comedy', 'Drama', 'Romance', 'Family', 'TV Movie']","['mitchie', 'get', 'chance', 'attend', 'camp', 'rock', ',', 'life', 'take', 'unpredictable', 'twist', ',', 'learn', 'important', 'true', '.']"
['dead'],"['Mystery', 'Drama', 'Crime', 'Thriller']","['1949', ',', 'composer', 'roman', 'strauss', 'execute', 'murder', 'wife', '.', '1990s', 'los', 'angeles', ',', 'detective', 'come', 'mute', 'amnesiac', 'woman', 'link', 'strauss', 'murder', '.']"
"['prizzi', 'honor']","['Romance', 'Comedy', 'Crime']","['charley', 'partanna', 'hitman', 'work', 'prizzis', ',', 'rich', 'crime', 'family', '.', 'see', 'irene', 'walker', ',', 'love', 'sight', '.', 'soon', 'find', ',', ',', 'killer', 'hire', '.', 'charley', 'overlook', 'suspicion', ',', 'turn', 'heart', '.', 'couple', 'remember', 'love', ',', 'prizzis', 'love', 'money', '.']"
"['9th', 'life', 'louis', 'drax']","['Mystery', 'Thriller']","['psychologist', 'begin', 'work', 'young', 'boy', 'suffer', 'near', '-', 'fatal', 'fall', 'find', 'draw', 'mystery', 'test', 'boundarie', 'fantasy', 'reality', '.']"
['congress'],"['Drama', 'Science Fiction', 'Animation']","['age', ',', '-', '-', 'work', 'actress', 'accept', 'job', ',', 'consequence', 'decision', 'affect', 'way', 'consider', '.']"
